Locality,Zip Code,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,Construction Year,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Median Price per Commune,Median Revenue per Commune,Price/m2,Subtype of Property Score,State of the Building Score,PEB Score
Braine-lalleud,1420,villa,650000,4,220,1,0,1,50,1,250,0,511,4,2012,5,96,5,360000,30512,2954,30737.61626429479,28486.412584912407,29446.861588481188
Geraardsbergen,9500,house,269000,3,173,1,0,1,15,1,152,0,260,2,1955,5,172,3,238500,29578,1554,29802.14056563951,28758.51106301106,29446.861588481188
Incourt,1315,villa,475000,3,180,0,0,0,0,0,0,0,2200,4,1976,4,254,5,330000,31848,2638,30737.61626429479,28486.412584912407,29068.10478029937
Herentals,2200,villa,649000,3,332,1,0,0,0,0,0,0,1090,4,1996,5,199,3,274000,29831,1954,30737.61626429479,28758.51106301106,29446.861588481188
Geel,2440,house,329000,3,157,1,0,0,0,0,0,0,1151,4,1949,3,400,3,270000,30648,2095,29802.14056563951,28758.51106301106,28222.31623931624
Woluwe-saint-lambert,1200,apartment,750000,4,215,1,0,0,0,0,0,0,0,4,1935,2,269,3,369000,27210,3488,26803.13784722222,28758.51106301106,27576.145009416196
Ciney,5590,apartment,230000,2,75,1,0,1,10,0,0,0,0,2,2015,5,118,5,228000,26679,3066,26803.13784722222,28486.412584912407,29446.861588481188
Namur,5000,town-house,360000,4,160,1,0,1,10,1,200,0,232,2,2009,4,209,3,250000,26345,2250,28801.766233766233,28758.51106301106,29068.10478029937
Ixelles,1050,apartment,549000,2,98,1,0,1,8,0,0,0,0,2,1911,5,64,4,350000,23014,5602,26803.13784722222,28224.02819956616,29446.861588481188
Woluwe-saint-pierre,1150,villa,1495000,5,270,1,0,1,50,1,240,0,355,3,1960,2,220,3,465000,29516,5537,30737.61626429479,28758.51106301106,27576.145009416196
Ottignies-louvain-la-neuve-ceroux-mousty,1341,house,595000,3,187,1,0,1,50,1,700,0,880,4,2003,4,246,5,331500,27217,3181,29802.14056563951,28486.412584912407,29068.10478029937
Roeselare,8800,house,175000,3,172,0,0,0,0,0,0,0,130,2,1899,1,605,2,238106,28720,1017,29802.14056563951,28791.728096676736,29144.322250639387
Brasschaat,2930,apartment,419000,3,129,1,0,1,17,0,0,0,0,3,2006,5,135,3,385000,31614,3248,26803.13784722222,28758.51106301106,29446.861588481188
Heist-op-den-berg,2220,apartment,295000,2,127,0,0,0,0,0,0,0,0,3,1993,5,126,5,325000,30714,2322,26803.13784722222,28486.412584912407,29446.861588481188
Antwerpen,2000,apartment,255000,1,55,0,0,0,0,0,0,0,0,2,1955,5,158,3,260000,25683,4636,26803.13784722222,28758.51106301106,29446.861588481188
Denderleeuw,9470,apartment,249000,2,75,1,0,1,6,0,0,0,0,2,2017,5,114,5,271000,30889,3320,26803.13784722222,28486.412584912407,29446.861588481188
Blankenberge,8370,apartment,340000,2,73,1,0,1,3,0,0,0,0,2,1994,5,180,2,235000,25711,4657,26803.13784722222,28791.728096676736,29446.861588481188
Denderleeuw,9470,house,295000,5,171,1,0,1,25,0,0,0,168,2,1951,4,225,2,271000,30889,1725,29802.14056563951,28791.728096676736,29068.10478029937
Wavre,1300,town-house,295000,2,130,1,0,1,6,1,265,0,330,3,1985,3,300,2,310000,28507,2269,28801.766233766233,28791.728096676736,28222.31623931624
Erpe-mere,9420,house,374900,3,193,0,0,0,0,0,0,0,525,3,1945,2,420,3,287580,32874,1942,29802.14056563951,28758.51106301106,27576.145009416196
Uccle,1180,apartment,295000,2,75,1,0,1,8,0,0,0,0,2,1969,4,147,5,390000,26467,3933,26803.13784722222,28486.412584912407,29068.10478029937
Brussel,1000,apartment,379000,2,100,1,0,1,8,0,0,0,0,4,2022,6,45,5,275000,21541,3790,26803.13784722222,28486.412584912407,29468.910848549946
Hoeilaart,1560,house,420000,3,166,1,0,0,0,0,0,0,120,3,1935,5,185,3,489250,33382,2530,29802.14056563951,28758.51106301106,29446.861588481188
Woluwe-saint-lambert,1200,apartment,299000,1,67,1,0,1,9,0,0,0,0,2,2011,4,112,5,369000,27210,4462,26803.13784722222,28486.412584912407,29068.10478029937
Gent,9000,apartment,875000,2,128,1,0,1,38,0,0,0,0,3,2019,6,75,5,335000,27801,6835,26803.13784722222,28486.412584912407,29468.910848549946
Roeselare,8800,house,289000,4,140,0,0,0,0,0,0,0,243,4,1965,4,273,5,238106,28720,2064,29802.14056563951,28486.412584912407,29068.10478029937
Romeree,5680,house,99900,2,191,1,0,0,0,0,0,0,616,2,1830,0,712,1,180000,25279,523,29802.14056563951,28927.5390070922,25195.411320754716
Ixelles,1050,house,875000,4,233,1,0,1,21,0,0,0,112,3,1929,0,563,2,350000,23014,3755,29802.14056563951,28791.728096676736,25195.411320754716
Habay-habay-la-neuve,6720,house,425000,2,128,1,0,0,0,1,372,0,490,4,1938,1,455,3,290000,33106,3320,29802.14056563951,28758.51106301106,29144.322250639387
Mechelen,2800,house,389000,4,163,1,0,1,10,1,120,0,235,2,1932,3,312,4,312500,29870,2386,29802.14056563951,28224.02819956616,28222.31623931624
Buggenhout,9255,apartment,178000,1,77,1,0,0,0,1,760,0,0,4,1931,4,265,3,327500,33340,2311,26803.13784722222,28758.51106301106,29068.10478029937
Turnhout,2300,house,195000,3,127,0,0,0,0,0,0,0,270,2,1900,2,451,1,250000,27404,1535,29802.14056563951,28927.5390070922,27576.145009416196
Aalter,9880,house,469000,3,204,0,0,0,0,0,0,0,1432,4,1958,2,469,2,339500,31959,2299,29802.14056563951,28791.728096676736,27576.145009416196
Blaasveld,2830,villa,459000,3,153,1,0,0,0,0,0,0,694,4,1974,4,266,4,286750,29939,3000,30737.61626429479,28224.02819956616,29068.10478029937
Ixelles,1050,apartment,365000,2,100,1,0,1,5,0,0,0,0,2,1958,2,213,3,350000,23014,3650,26803.13784722222,28758.51106301106,27576.145009416196
Deinze,9800,house,455000,4,215,0,0,0,0,0,0,0,250,2,2019,6,29,3,320500,31900,2116,29802.14056563951,28758.51106301106,29468.910848549946
Zelzate,9060,house,214000,2,93,0,0,0,0,0,0,0,140,2,1918,4,284,5,254000,29651,2301,29802.14056563951,28486.412584912407,29068.10478029937
Grobbendonk,2280,house,475000,3,199,1,0,0,0,0,0,0,551,3,1955,5,109,4,310000,32268,2386,29802.14056563951,28224.02819956616,29446.861588481188
Jette,1090,apartment,320000,3,90,1,0,1,3,0,0,0,0,2,2003,3,174,3,235000,24171,3555,26803.13784722222,28758.51106301106,28222.31623931624
Oostende,8400,house,309000,5,185,1,0,0,0,0,0,0,78,2,1918,3,328,2,235000,25991,1670,29802.14056563951,28791.728096676736,28222.31623931624
Ranst,2520,house,699000,4,188,0,0,0,0,0,0,0,245,3,2021,6,42,5,382500,33353,3718,29802.14056563951,28486.412584912407,29468.910848549946
Gent,9000,apartment,439000,3,103,1,0,0,0,0,0,0,0,3,2003,5,126,5,335000,27801,4262,26803.13784722222,28486.412584912407,29446.861588481188
Ertvelde,9940,house,314000,3,128,0,0,0,0,0,0,0,444,3,1971,2,472,1,337500,33011,2453,29802.14056563951,28927.5390070922,27576.145009416196
Brussel,1000,loft,940000,3,315,1,0,1,32,0,0,0,0,2,1896,2,249,3,275000,21541,2984,26109.363636363636,28758.51106301106,27576.145009416196
Knokke-heist,8301,house,875000,6,215,0,0,0,0,0,0,0,249,4,1936,1,616,2,592500,28601,4069,29802.14056563951,28791.728096676736,29144.322250639387
Anzegem,8570,apartment,151000,1,56,0,0,1,4,0,0,0,0,2,2002,5,118,5,280000,32600,2696,26803.13784722222,28486.412584912407,29446.861588481188
Gent,9000,ground-floor,377500,3,131,1,0,0,0,1,45,0,0,3,1997,4,217,5,335000,27801,2881,28347.043859649122,28486.412584912407,29068.10478029937
Uccle,1180,ground-floor,1375000,3,246,0,0,1,50,0,0,0,0,2,1992,2,237,5,390000,26467,5589,28347.043859649122,28486.412584912407,27576.145009416196
Geraardsbergen,9500,apartment,199000,3,75,1,0,0,0,0,0,0,0,2,2019,5,134,3,238500,29578,2653,26803.13784722222,28758.51106301106,29446.861588481188
Chaumont-gistoux,1325,villa,550000,3,209,1,0,0,0,0,0,0,1368,4,1976,4,224,3,460000,31836,2631,30737.61626429479,28758.51106301106,29068.10478029937
Anderlecht,1070,house,295000,4,124,0,0,0,0,1,60,0,101,2,1950,2,274,1,220000,21336,2379,29802.14056563951,28927.5390070922,27576.145009416196
Beersel,1650,house,559000,3,169,1,0,0,0,1,550,0,894,4,1961,2,422,3,396000,32780,3307,29802.14056563951,28758.51106301106,27576.145009416196
Hoegaarden,3320,villa,895000,3,300,1,0,1,35,1,600,1,871,4,2021,6,13,5,317500,34995,2983,30737.61626429479,28486.412584912407,29468.910848549946
Watermael-boitsfort,1170,house,740000,4,154,1,0,0,0,1,214,0,452,4,1907,0,568,2,429500,26474,4805,29802.14056563951,28791.728096676736,25195.411320754716
Ternatsint-katherina-lombeek,1742,exceptional-property,595000,6,341,0,0,0,0,0,0,0,701,4,1990,4,289,3,345000,33201,1744,29278.095238095237,28758.51106301106,29068.10478029937
Rijkevorsel,2310,house,895000,6,318,1,0,1,24,1,500,1,686,4,1931,3,339,5,350000,30083,2814,29802.14056563951,28486.412584912407,28222.31623931624
Lier,2500,apartment,255000,2,100,0,0,1,7,0,0,0,0,2,2000,5,108,3,290000,29623,2550,26803.13784722222,28758.51106301106,29446.861588481188
Mechelen,2800,apartment,249000,1,76,1,0,0,0,0,0,0,0,2,2008,5,153,3,312500,29870,3276,26803.13784722222,28758.51106301106,29446.861588481188
Marche-en-famenne,6900,house,298000,4,130,1,0,0,0,0,0,0,630,3,1949,0,512,3,230000,26665,2292,29802.14056563951,28758.51106301106,25195.411320754716
Anderlecht,1070,house,400000,4,185,0,0,1,10,1,145,0,215,2,1925,0,467,3,220000,21336,2162,29802.14056563951,28758.51106301106,25195.411320754716
Antwerpen,2000,flat-studio,199000,1,43,1,1,0,0,0,0,0,0,2,1974,3,341,3,260000,25683,4627,25140.745098039217,28758.51106301106,28222.31623931624
Edingen,7850,apartment,215000,2,79,1,0,1,5,0,0,0,0,3,1969,1,486,3,249500,28427,2721,26803.13784722222,28758.51106301106,29144.322250639387
Ixelles,1050,apartment,445000,1,92,1,0,1,80,0,0,0,0,2,1989,1,292,5,350000,23014,4836,26803.13784722222,28486.412584912407,29144.322250639387
Jette,1090,villa,550000,3,295,0,0,0,0,1,340,1,800,4,1992,1,280,2,235000,24171,1864,30737.61626429479,28791.728096676736,29144.322250639387
Putte,2580,house,429000,3,272,0,0,0,0,0,0,0,790,4,1977,1,667,3,325000,31734,1577,29802.14056563951,28758.51106301106,29144.322250639387
Haaltertdenderhoutem,9450,house,260000,4,160,1,0,1,30,1,130,0,300,2,1948,3,308,3,283500,32791,1625,29802.14056563951,28758.51106301106,28222.31623931624
Oostende,8400,ground-floor,150000,2,80,0,0,0,0,1,12,0,0,2,1974,4,297,5,235000,25991,1875,28347.043859649122,28486.412584912407,29068.10478029937
Brecht-sint-job-in-t-goor,2960,villa,1495000,4,635,1,0,0,0,0,0,0,9257,4,2002,5,164,5,385000,32680,2354,30737.61626429479,28486.412584912407,29446.861588481188
Sint-niklaas,9100,house,379000,2,267,1,0,1,45,0,0,0,130,2,1925,6,91,4,265000,28267,1419,29802.14056563951,28224.02819956616,29468.910848549946
Oostkamp,8020,house,230000,2,107,0,0,0,0,0,0,0,418,4,1962,1,914,1,361000,32910,2149,29802.14056563951,28927.5390070922,29144.322250639387
Mont-saint-guibert,1435,house,220000,3,100,0,0,1,23,0,0,0,400,3,1923,2,406,2,340000,30494,2200,29802.14056563951,28791.728096676736,27576.145009416196
Houthalen-helchteren,3530,house,259000,5,273,1,0,0,0,0,0,0,730,3,1940,1,755,1,280000,29822,948,29802.14056563951,28927.5390070922,29144.322250639387
Anderlecht,1070,house,580000,6,381,1,0,1,10,1,78,0,220,2,1894,0,380,1,220000,21336,1522,29802.14056563951,28927.5390070922,25195.411320754716
Waterloo,1410,apartment,345000,3,98,1,0,1,14,0,0,0,0,3,1980,4,217,3,475000,31143,3520,26803.13784722222,28758.51106301106,29068.10478029937
Uccle,1180,loft,1150000,3,220,1,0,1,20,0,0,0,0,2,1950,2,211,5,390000,26467,5227,26109.363636363636,28486.412584912407,27576.145009416196
Kraainem,1950,duplex,890000,3,173,1,0,1,7,0,0,0,0,2,2022,6,51,5,530000,32881,5144,27281.282442748092,28486.412584912407,29468.910848549946
Uccle,1180,apartment,420000,2,118,1,0,1,15,0,0,0,0,3,1976,3,177,4,390000,26467,3559,26803.13784722222,28224.02819956616,28222.31623931624
Namur,5000,apartment,249000,3,82,0,0,1,4,0,0,0,0,2,1960,3,264,3,250000,26345,3036,26803.13784722222,28758.51106301106,28222.31623931624
Saint-ghislain,7330,apartment,199000,1,75,1,0,1,4,0,0,0,0,3,2009,4,240,3,190000,26470,2653,26803.13784722222,28758.51106301106,29068.10478029937
Villers-saint-amand,7812,house,270000,4,253,1,0,0,0,0,0,0,759,4,1960,3,326,3,210000,27525,1067,29802.14056563951,28758.51106301106,28222.31623931624
Boechout,2530,house,349000,3,160,0,0,1,15,1,145,0,275,2,1966,1,722,1,361000,32826,2181,29802.14056563951,28927.5390070922,29144.322250639387
Evere,1140,apartment,285000,2,80,1,1,1,1,1,15,0,0,3,1962,2,271,5,257500,24158,3562,26803.13784722222,28486.412584912407,27576.145009416196
Aalst,9300,house,335000,2,130,1,0,0,0,0,0,0,280,3,1957,4,300,3,265000,29669,2576,29802.14056563951,28758.51106301106,29068.10478029937
Vresse-sur-semois,5550,house,260000,4,230,1,0,0,0,1,373,0,373,2,1850,5,142,5,140000,23980,1130,29802.14056563951,28486.412584912407,29446.861588481188
Juprelle,4450,house,259000,4,120,1,0,1,60,1,280,0,376,2,1994,1,482,3,250000,31513,2158,29802.14056563951,28758.51106301106,29144.322250639387
Wetteren,9230,house,447500,4,245,1,0,1,46,1,124,0,2831,4,1919,3,350,3,280000,30041,1826,29802.14056563951,28758.51106301106,28222.31623931624
Belvaux,5580,exceptional-property,750000,5,181,0,0,0,0,0,0,0,6600,4,1967,0,562,2,172500,26283,4143,29278.095238095237,28791.728096676736,25195.411320754716
Sleidinge,9940,house,579000,3,285,1,0,0,0,0,0,0,1485,4,1988,4,213,3,337500,33011,2031,29802.14056563951,28758.51106301106,29068.10478029937
Turnhout,2300,apartment,442000,3,251,0,0,1,20,0,0,0,0,3,1999,5,109,3,250000,27404,1760,26803.13784722222,28758.51106301106,29446.861588481188
Uccle,1180,apartment,235000,1,70,1,0,0,0,0,0,0,0,2,1964,2,246,1,390000,26467,3357,26803.13784722222,28927.5390070922,27576.145009416196
Lessines,7860,apartment,239000,3,112,1,0,1,6,1,250,0,0,2,2023,5,97,4,160000,26204,2133,26803.13784722222,28224.02819956616,29446.861588481188
Ganshoren,1083,apartment,218000,1,64,0,0,1,3,0,0,0,0,2,1974,3,194,3,220000,23789,3406,26803.13784722222,28758.51106301106,28222.31623931624
Maldegem,9990,villa,495000,6,357,0,0,0,0,0,0,0,1110,4,1987,2,415,2,294000,30415,1386,30737.61626429479,28791.728096676736,27576.145009416196
Herent,3020,apartment,495000,2,100,1,1,1,38,0,0,0,0,2,2023,6,25,5,380000,36516,4950,26803.13784722222,28486.412584912407,29468.910848549946
Gentinnes,1450,house,220000,3,110,0,0,0,0,0,0,0,930,4,1930,0,548,1,400000,32404,2000,29802.14056563951,28927.5390070922,25195.411320754716
Uccle,1180,duplex,1150000,3,267,1,0,1,20,0,0,1,0,3,1992,3,166,5,390000,26467,4307,27281.282442748092,28486.412584912407,28222.31623931624
Beerse,2340,house,310000,3,151,0,0,0,0,0,0,0,295,3,1968,1,530,3,375000,32645,2052,29802.14056563951,28758.51106301106,29144.322250639387
Auderghem,1160,apartment,222500,1,50,1,1,1,8,0,0,0,0,3,1964,3,187,3,363000,28443,4450,26803.13784722222,28758.51106301106,28222.31623931624
Jette,1090,apartment,215000,2,80,0,0,1,5,0,0,0,0,2,1957,2,240,3,235000,24171,2687,26803.13784722222,28758.51106301106,27576.145009416196
Sint-niklaas,9100,house,440000,4,227,0,0,0,0,0,0,0,320,2,1874,3,368,5,265000,28267,1938,29802.14056563951,28486.412584912407,28222.31623931624
Sint-truiden,3800,house,359000,3,171,0,0,0,0,0,0,0,1443,4,1961,1,514,3,239000,28162,2099,29802.14056563951,28758.51106301106,29144.322250639387
Woluwe-saint-pierre,1150,house,745000,4,150,1,0,1,20,1,80,0,275,3,1953,2,237,5,465000,29516,4966,29802.14056563951,28486.412584912407,27576.145009416196
Flcamalle,4400,house,270000,3,110,1,0,1,20,1,300,0,680,3,1986,3,294,5,190000,26199,2454,29802.14056563951,28486.412584912407,28222.31623931624
Gent,9000,apartment,275000,2,65,1,0,1,3,0,0,0,0,2,1961,3,373,2,335000,27801,4230,26803.13784722222,28791.728096676736,28222.31623931624
Libramont-chevignyfreux,6800,exceptional-property,929000,10,569,1,0,0,0,0,0,0,8594,4,1868,5,164,5,224500,27968,1632,29278.095238095237,28486.412584912407,29446.861588481188
Kruibeke,9150,house,495000,4,285,0,0,0,0,0,0,0,920,4,1979,4,228,3,275000,31455,1736,29802.14056563951,28758.51106301106,29068.10478029937
Waremme,4300,duplex,350000,2,120,1,0,1,44,0,0,0,0,2,2014,5,149,5,210000,27485,2916,27281.282442748092,28486.412584912407,29446.861588481188
Westerlo,2260,house,399000,3,217,0,0,0,0,0,0,0,1303,4,1990,3,355,3,290000,31616,1838,29802.14056563951,28758.51106301106,28222.31623931624
Forest,1190,house,945000,4,303,1,0,1,8,1,55,0,192,2,2011,6,36,5,280000,22908,3118,29802.14056563951,28486.412584912407,29468.910848549946
Bassengeeben-emael,4690,house,534000,4,225,1,0,0,0,1,120,0,870,3,1956,4,248,5,193000,28381,2373,29802.14056563951,28486.412584912407,29068.10478029937
Woluwe-saint-lambert,1200,apartment,275000,2,71,1,0,1,3,0,0,0,0,2,1920,0,410,3,369000,27210,3873,26803.13784722222,28758.51106301106,25195.411320754716
Waterloo,1410,villa,750000,3,267,1,0,0,0,1,610,1,610,4,1975,3,310,4,475000,31143,2808,30737.61626429479,28224.02819956616,28222.31623931624
Marche-en-famenne,6900,apartment,155000,3,85,1,0,0,0,0,0,0,0,3,2007,3,330,3,230000,26665,1823,26803.13784722222,28758.51106301106,28222.31623931624
Gent,9000,apartment,360000,2,85,1,0,1,15,0,0,0,0,2,1960,4,206,3,335000,27801,4235,26803.13784722222,28758.51106301106,29068.10478029937
Buggenhout,9255,villa,445000,3,229,1,0,1,90,1,270,0,636,4,1985,4,276,3,327500,33340,1943,30737.61626429479,28758.51106301106,29068.10478029937
Forest,1190,apartment,229000,2,59,1,0,0,0,0,0,0,0,2,1950,0,528,3,280000,22908,3881,26803.13784722222,28758.51106301106,25195.411320754716
Halle-brabant,1500,house,390000,4,215,1,0,1,38,1,283,0,381,2,1930,4,293,2,308250,30101,1813,29802.14056563951,28791.728096676736,29068.10478029937
Liege,4000,apartment,375000,3,152,0,0,0,0,0,0,0,0,2,1976,5,161,1,170000,22738,2467,26803.13784722222,28927.5390070922,29446.861588481188
Kraainem,1950,house,1180000,6,306,1,0,0,0,1,750,0,1122,4,1952,5,191,3,530000,32881,3856,29802.14056563951,28758.51106301106,29446.861588481188
Lede,9340,house,399850,5,354,0,0,0,0,0,0,0,651,4,1967,3,312,3,260000,32323,1129,29802.14056563951,28758.51106301106,28222.31623931624
Boechout,2530,villa,699000,3,309,1,0,0,0,0,0,0,1203,4,1987,3,330,3,361000,32826,2262,30737.61626429479,28758.51106301106,28222.31623931624
Oostende,8400,house,275000,3,230,0,0,0,0,1,67,0,154,2,1899,2,425,1,235000,25991,1195,29802.14056563951,28927.5390070922,27576.145009416196
Blegny,4671,triplex,139000,1,126,1,0,1,18,1,65,0,0,2,1850,1,468,3,263750,29839,1103,27681.928571428572,28758.51106301106,29144.322250639387
Kapelle-op-den-bos,1880,house,450000,3,226,1,0,0,0,0,0,1,368,3,1918,4,291,3,375000,32868,1991,29802.14056563951,28758.51106301106,29068.10478029937
Woluwe-saint-pierre,1150,house,995000,4,220,1,0,1,15,1,145,0,420,3,2003,3,157,5,465000,29516,4522,29802.14056563951,28486.412584912407,28222.31623931624
Hoegaarden,3320,house,349000,4,201,0,0,1,35,0,0,0,446,2,1918,4,276,3,317500,34995,1736,29802.14056563951,28758.51106301106,29068.10478029937
Hotton,6990,apartment,155000,3,85,1,0,0,0,0,0,0,0,3,2007,3,330,3,198500,25555,1823,26803.13784722222,28758.51106301106,28222.31623931624
Schaerbeek,1030,house,699000,6,681,1,0,1,60,0,0,0,200,3,1901,1,331,1,275000,21912,1026,29802.14056563951,28927.5390070922,29144.322250639387
Ixelles,1050,apartment,755000,2,235,1,0,0,0,0,0,0,0,2,1936,3,173,3,350000,23014,3212,26803.13784722222,28758.51106301106,28222.31623931624
Liege,4000,apartment,199000,2,90,1,0,1,8,0,0,0,0,2,1965,5,156,3,170000,22738,2211,26803.13784722222,28758.51106301106,29446.861588481188
Berchem-sainte-agathe,1082,apartment,289000,2,81,1,0,1,5,0,0,0,0,2,2006,4,108,3,267500,24327,3567,26803.13784722222,28758.51106301106,29068.10478029937
Etterbeek,1040,penthouse,800000,2,137,1,0,1,56,0,0,0,0,3,2024,5,51,5,323500,23665,5839,25996.018604651163,28486.412584912407,29446.861588481188
Turnhout,2300,house,249900,3,238,1,0,1,20,0,0,0,73,2,1956,4,248,4,250000,27404,1050,29802.14056563951,28224.02819956616,29068.10478029937
Oostende,8400,apartment,385000,2,81,0,0,1,14,0,0,0,0,4,1981,6,98,5,235000,25991,4753,26803.13784722222,28486.412584912407,29468.910848549946
Antwerpen,2000,apartment,269000,1,51,1,0,0,0,0,0,0,0,2,1918,4,230,4,260000,25683,5274,26803.13784722222,28224.02819956616,29068.10478029937
Bouillon,6830,house,199000,5,200,0,0,0,0,0,0,0,72,2,1950,5,162,1,155000,23864,995,29802.14056563951,28927.5390070922,29446.861588481188
Geel,2440,apartment,299000,2,256,0,0,0,0,0,0,0,0,2,1965,1,526,2,270000,30648,1167,26803.13784722222,28791.728096676736,29144.322250639387
Beersel,1650,villa,1125000,3,330,1,0,0,0,0,0,0,1080,4,2004,5,195,5,396000,32780,3409,30737.61626429479,28486.412584912407,29446.861588481188
Liege,4000,house,165000,2,164,0,0,1,11,1,11,0,107,3,1918,0,524,3,170000,22738,1006,29802.14056563951,28758.51106301106,25195.411320754716
Zaventem,1930,flat-studio,153000,1,48,1,0,0,0,0,0,0,0,2,1988,1,516,1,379500,29918,3187,25140.745098039217,28927.5390070922,29144.322250639387
Turnhout,2300,house,339000,3,135,1,0,1,25,1,25,0,156,2,1950,4,248,4,250000,27404,2511,29802.14056563951,28224.02819956616,29068.10478029937
Gavere,9890,house,282000,3,150,0,0,0,0,0,0,0,423,3,1961,3,311,1,338000,33790,1880,29802.14056563951,28927.5390070922,28222.31623931624
Roeselare,8800,apartment,215000,1,72,1,0,1,18,0,0,0,0,2,2017,6,45,3,238106,28720,2986,26803.13784722222,28758.51106301106,29468.910848549946
Bruxelles,1000,apartment,325000,2,92,1,0,1,18,0,0,0,0,2,2013,3,175,3,275000,21541,3532,26803.13784722222,28758.51106301106,28222.31623931624
Brasschaat,2930,apartment,259000,2,100,1,0,0,0,0,0,0,0,2,1952,4,284,3,385000,31614,2590,26803.13784722222,28758.51106301106,29068.10478029937
